Transaction_ID,Date,Customer_ID,Product_Category,Product_Name,Price,Quantity,Payment_Status,Return_Date,Refund_Amount,Status,Ticket_ID,category,sentiment,urgency,issue_target,top_theme,Date_Logged,complaint_count,Week
100187,2023-11-22,C0245,Accessories,USB-C Cable,7.37,3,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100188,2023-11-22,C0001,Electronics,Smartphone Z,851.41,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100189,2023-11-22,C0001,Electronics,Laptop X,1507.54,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100190,2023-11-22,C0215,Electronics,Smartphone Z,846.71,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100191,2023-11-23,C0062,Electronics,Tablet A,382.77,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100192,2023-11-23,C0003,Accessories,Wireless Mouse,56.45,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100193,2023-11-23,C0010,Electronics,Tablet A,752.45,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100194,2023-11-23,C0055,Electronics,TV Pro,965.81,1,Pending,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100195,2023-11-23,C0037,Smart Home,NordLock Pro,181.85,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100196,2023-11-23,C0001,Electronics,Smartphone Z,1016.16,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100197,2023-11-23,C0001,Electronics,Tablet A,308.88,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100198,2023-11-23,C0156,Electronics,NoiseCancel Headphones,296.85,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100199,2023-11-23,C0003,Electronics,NoiseCancel Headphones,234.0,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100200,2023-11-23,C0063,Electronics,Tablet A,714.86,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100201,2023-11-23,C0030,Accessories,Phone Case,36.25,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100202,2023-11-23,C0002,Smart Home,NordLock Pro,171.56,1,Pending,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100203,2023-11-23,C0079,Accessories,USB-C Cable,11.15,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100204,2023-11-23,C0239,Electronics,NoiseCancel Headphones,204.43,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100205,2023-11-23,C0024,Electronics,Laptop X,1339.22,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100206,2023-11-23,C0002,Electronics,Laptop X,1577.0,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100207,2023-11-23,C0244,Electronics,Laptop X,1442.2,1,Paid,,0.0,,T000305,Battery,Negative,Critical,Product,Battery life issue,2023-12-19,1,2023-11-20
100208,2023-11-23,C0002,Accessories,USB-C Cable,10.16,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100209,2023-11-23,C0007,Accessories,USB-C Cable,12.17,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100210,2023-11-23,C0002,Electronics,Tablet A,367.82,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100211,2023-11-23,C0005,Electronics,Smartphone Z,988.0,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100212,2023-11-23,C0014,Accessories,Screen Protector,6.11,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100213,2023-11-23,C0135,Electronics,Tablet A,522.41,1,Paid,,0.0,,T000044,Technical,Negative,Critical,App,App not responding,2023-11-27,1,2023-11-20
100214,2023-11-23,C0002,Smart Home,NordLock Pro,195.67,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100215,2023-11-23,C0063,Electronics,Smartphone Z,1077.99,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100216,2023-11-23,C0006,Smart Home,NordLock Pro,218.7,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100217,2023-11-23,C0001,Electronics,Smartphone Z,706.71,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100218,2023-11-23,C0004,Electronics,Smartphone Z,989.29,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100219,2023-11-23,C0249,Electronics,Smartphone Z,903.0,1,Paid,,0.0,,T000026,Delivery,Negative,Medium,Service,Late delivery,2023-11-25,1,2023-11-20
100220,2023-11-24,C0073,Accessories,Accessory Bundle,44.98,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,2023-11-22,0,2023-11-20
100221,2023-11-24,C0001,Electronics,TV Pro,1386.66,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100222,2023-11-24,C0070,Accessories,Wireless Mouse,39.86,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100223,2023-11-24,C0114,Accessories,Laptop Sleeve,14.02,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,2023-11-21,0,2023-11-20
100224,2023-11-24,C0001,Electronics,TV Pro,1442.67,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100225,2023-11-24,C0240,Accessories,Screen Protector,14.17,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100226,2023-11-24,C0002,Electronics,TV Pro,1686.65,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100227,2023-11-24,C0015,Accessories,Screen Protector,13.01,3,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100228,2023-11-24,C0147,Electronics,Smartphone Z,1055.64,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100229,2023-11-24,C0002,Accessories,Phone Case,10.91,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100230,2023-11-24,C0003,Smart Home,NordPlug,30.79,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100231,2023-11-24,C0001,Electronics,NoiseCancel Headphones,182.17,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100232,2023-11-24,C0252,Smart Home,NordLock Pro,249.0,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100233,2023-11-24,C0278,Electronics,TV Pro,1041.16,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100234,2023-11-24,C0003,Electronics,Tablet A,525.74,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100235,2023-11-24,C0002,Electronics,Tablet A,386.12,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100236,2023-11-24,C0012,Electronics,Smartphone Z,919.2,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100237,2023-11-24,C0301,Accessories,Laptop Sleeve,38.99,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100238,2023-11-24,C0270,Accessories,USB-C Cable,17.0,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100239,2023-11-24,C0126,Accessories,USB-C Cable,9.1,1,Paid,,0.0,,T000220,"Battery, Delivery, Quality",Negative,Medium,"Product, Service",Battery drains fast | Product defect | Battery drains fast | Tracking update delay,2023-12-16,4,2023-11-20
100240,2023-11-24,C0018,Accessories,USB-C Cable,13.43,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,2023-11-21,0,2023-11-20
100241,2023-11-24,C0065,Smart Home,NordPlug,32.73,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100242,2023-11-24,C0276,Smart Home,NordLock Pro,205.21,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100243,2023-11-24,C0026,Electronics,Laptop X,1430.3,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100244,2023-11-24,C0002,Electronics,NoiseCancel Headphones,229.51,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100245,2023-11-24,C0041,Electronics,Laptop X,1469.0,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100246,2023-11-24,C0017,Accessories,Phone Case,34.84,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100247,2023-11-24,C0005,Smart Home,NordLock Pro,229.97,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100248,2023-11-24,C0001,Accessories,Wireless Mouse,26.62,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100249,2023-11-24,C0060,Electronics,NoiseCancel Headphones,315.48,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100250,2023-11-24,C0057,Smart Home,NordLock Pro,203.53,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100251,2023-11-24,C0001,Accessories,Charger,41.99,3,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100252,2023-11-24,C0312,Accessories,Charger,26.0,1,Paid,,0.0,,T000114,"Battery, Technical",Negative,Medium,"App, Product",Battery life issue | App WiFi connection,2023-12-07,2,2023-11-20
100253,2023-11-24,C0294,Accessories,Wireless Mouse,25.96,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100254,2023-11-24,C0084,Electronics,Smartphone Z,906.32,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100255,2023-11-24,C0034,Electronics,NoiseCancel Headphones,264.94,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100256,2023-11-24,C0002,Smart Home,NordLock Pro,216.88,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100257,2023-11-24,C0013,Accessories,Accessory Bundle,40.65,3,Paid,,0.0,,T000016,Delivery,Negative,Medium,Service,Delivery stuck,2023-11-24,1,2023-11-20
100258,2023-11-24,C0099,Smart Home,NordLock Pro,214.74,1,Paid,,0.0,,T000323,Delivery,Negative,Medium,Service,Late delivery updates | Delivery delay,2023-12-20,2,2023-11-20
100259,2023-11-24,C0013,Electronics,Smartphone Z,718.54,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100260,2023-11-25,C0003,Electronics,Smartphone Z,706.61,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100261,2023-11-25,C0010,Electronics,NoiseCancel Headphones,258.75,1,Paid,2023-12-07,258.75,Processed,T000038,"Delivery, Technical",Negative,High,"Product, Service",Tracking no updates | Product malfunction,2023-11-27,2,2023-11-20
100262,2023-11-25,C0033,Electronics,Smartphone Z,948.32,1,Paid,2023-12-02,0.0,Processed,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100263,2023-11-25,C0001,Electronics,Smartphone Z,740.02,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100264,2023-11-25,C0316,Smart Home,NordLock Pro,208.11,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100265,2023-11-25,C0001,Electronics,Tablet A,662.2,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100266,2023-11-25,C0007,Smart Home,NordCam Mini,94.6,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100267,2023-11-25,C0182,Smart Home,NordLock Pro,220.58,1,Paid,,0.0,,T000042,"Delivery, Technical",Negative,Critical,"App, Product, Service",delivery delay | App connection failure | App offline issue,2023-12-21,3,2023-11-20
100268,2023-11-25,C0005,Electronics,TV Pro,1187.59,1,Pending,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100269,2023-11-25,C0070,Electronics,Laptop X,1466.72,1,Pending,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100270,2023-11-25,C0031,Accessories,Laptop Sleeve,15.66,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100271,2023-11-25,C0008,Electronics,Laptop X,1718.34,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100272,2023-11-25,C0003,Electronics,TV Pro,1118.62,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100273,2023-11-25,C0002,Electronics,Laptop X,1374.89,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100274,2023-11-25,C0012,Electronics,Laptop X,1700.98,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100275,2023-11-25,C0004,Accessories,Phone Case,19.93,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100276,2023-11-25,C0098,Accessories,Wireless Mouse,47.71,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100277,2023-11-25,C0008,Electronics,NoiseCancel Headphones,158.97,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100278,2023-11-25,C0181,Smart Home,NordLock Pro,247.91,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100279,2023-11-25,C0002,Electronics,Tablet A,791.92,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100280,2023-11-25,C0002,Accessories,Charger,39.36,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100281,2023-11-25,C0017,Smart Home,NordCam Mini,91.1,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100282,2023-11-25,C0035,Electronics,NoiseCancel Headphones,176.84,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100283,2023-11-25,C0003,Electronics,NoiseCancel Headphones,315.96,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100284,2023-11-25,C0001,Electronics,Tablet A,617.49,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100285,2023-11-25,C0020,Electronics,TV Pro,1544.21,1,Paid,,0.0,,T000034,Quality,Negative,Medium,Product,Defective product,2023-11-25,1,2023-11-20
100286,2023-11-25,C0007,Electronics,Tablet A,732.66,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100287,2023-11-25,C0072,Accessories,Charger,16.07,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100288,2023-11-25,C0003,Accessories,Charger,27.02,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100289,2023-11-25,C0005,Smart Home,NordLock Pro,249.63,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100290,2023-11-25,C0002,Accessories,Phone Case,12.32,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100291,2023-11-25,C0003,Electronics,Smartphone Z,1056.7,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100292,2023-11-25,C0082,Electronics,NoiseCancel Headphones,258.19,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,2023-11-24,0,2023-11-20
100293,2023-11-25,C0001,Accessories,Charger,37.5,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100294,2023-11-25,C0002,Accessories,USB-C Cable,13.57,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100295,2023-11-25,C0001,Electronics,Smartphone Z,789.49,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100296,2023-11-26,C0028,Electronics,TV Pro,1020.82,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100297,2023-11-26,C0015,Smart Home,NordLock Pro,248.0,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100298,2023-11-26,C0006,Electronics,NoiseCancel Headphones,236.41,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100299,2023-11-26,C0018,Electronics,NoiseCancel Headphones,281.5,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100300,2023-11-26,C0009,Accessories,Phone Case,18.67,3,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100301,2023-11-26,C0046,Accessories,Charger,15.37,1,Paid,2023-12-06,15.37,Processed,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100302,2023-11-26,C0057,Smart Home,NordCam Mini,89.23,1,Failed,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100303,2023-11-26,C0003,Smart Home,NordLock Pro,224.82,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100304,2023-11-26,C0008,Electronics,Laptop X,1545.42,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100305,2023-11-26,C0160,Accessories,Charger,17.05,3,Paid,,0.0,,T000300,Quality,Negative,Medium,Product,Defective product,2023-12-19,1,2023-11-20
100306,2023-11-26,C0012,Smart Home,NordCam Mini,75.0,2,Paid,,0.0,,T000059,Quality,Negative,Medium,Product,Product malfunction,2023-11-29,1,2023-11-20
100307,2023-11-26,C0003,Electronics,Smartphone Z,912.54,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100308,2023-11-26,C0301,Accessories,Charger,42.0,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100309,2023-11-26,C0002,Accessories,Wireless Mouse,54.66,4,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100310,2023-11-26,C0002,Electronics,TV Pro,1601.36,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100311,2023-11-26,C0191,Electronics,NoiseCancel Headphones,318.0,1,Paid,,0.0,,T000077,"Battery, Delivery",Negative,Medium,"Product, Service",Tracking update needed | Battery drains quickly,2023-12-02,2,2023-11-20
100312,2023-11-26,C0148,Electronics,Laptop X,1556.55,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100313,2023-11-26,C0003,Electronics,Smartphone Z,955.3,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100314,2023-11-26,C0004,Smart Home,NordCam Mini,80.71,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100315,2023-11-26,C0001,Smart Home,NordLock Pro,247.46,1,Paid,2023-11-29,247.46,Processed,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100316,2023-11-26,C0002,Electronics,Tablet A,597.79,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-20
100317,2023-11-27,C0001,Electronics,Smartphone Z,724.77,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100318,2023-11-27,C0005,Electronics,Smartphone Z,727.66,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100319,2023-11-27,C0004,Accessories,Phone Case,35.72,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100320,2023-11-27,C0001,Accessories,Laptop Sleeve,38.0,2,Failed,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100321,2023-11-27,C0004,Accessories,Accessory Bundle,51.76,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100322,2023-11-27,C0011,Electronics,Laptop X,1568.04,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100323,2023-11-27,C0006,Accessories,Charger,32.11,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100324,2023-11-27,C0002,Accessories,Screen Protector,12.57,4,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100325,2023-11-27,C0125,Smart Home,NordLock Pro,220.55,1,Paid,,0.0,,T000051,Delivery,Negative,Medium,Service,late delivery,2023-11-28,1,2023-11-27
100326,2023-11-27,C0019,Smart Home,NordLock Pro,238.66,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100327,2023-11-27,C0002,Electronics,Laptop X,1322.5,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100328,2023-11-27,C0001,Accessories,Phone Case,10.0,3,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100329,2023-11-27,C0001,Accessories,Phone Case,12.21,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100330,2023-11-27,C0006,Smart Home,NordLock Pro,166.49,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100331,2023-11-27,C0058,Electronics,TV Pro,1145.46,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100332,2023-11-27,C0002,Electronics,Laptop X,1608.06,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100333,2023-11-27,C0165,Smart Home,NordTherm,83.95,1,Failed,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100334,2023-11-27,C0005,Electronics,Tablet A,322.05,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100335,2023-11-27,C0040,Electronics,Smartphone Z,1004.81,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100336,2023-11-27,C0002,Accessories,Charger,22.85,4,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100337,2023-11-27,C0009,Accessories,Screen Protector,6.38,1,Pending,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100338,2023-11-27,C0003,Electronics,NoiseCancel Headphones,321.06,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100339,2023-11-27,C0002,Smart Home,NordTherm,142.29,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100340,2023-11-27,C0059,Accessories,Accessory Bundle,26.09,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100341,2023-11-27,C0006,Electronics,NoiseCancel Headphones,300.7,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100342,2023-11-27,C0024,Accessories,Phone Case,36.96,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100343,2023-11-27,C0060,Accessories,USB-C Cable,20.0,4,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100344,2023-11-27,C0013,Electronics,Tablet A,636.47,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100345,2023-11-27,C0250,Electronics,TV Pro,1536.64,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100346,2023-11-27,C0001,Smart Home,NordLock Pro,210.9,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100347,2023-11-27,C0006,Electronics,TV Pro,937.66,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100348,2023-11-27,C0220,Accessories,Phone Case,31.01,4,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100349,2023-11-27,C0044,Electronics,NoiseCancel Headphones,157.01,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100350,2023-11-27,C0038,Accessories,Charger,31.39,2,Paid,,0.0,,T000058,Technical,Negative,Medium,App,App connection issue,2023-11-29,1,2023-11-27
100351,2023-11-27,C0002,Electronics,Laptop X,1374.92,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100352,2023-11-28,C0013,Electronics,Laptop X,1343.0,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100353,2023-11-28,C0010,Electronics,NoiseCancel Headphones,297.95,1,Failed,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100354,2023-11-28,C0002,Smart Home,NordLock Pro,201.09,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100355,2023-11-28,C0001,Electronics,Smartphone Z,917.35,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100356,2023-11-28,C0037,Electronics,Tablet A,556.99,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100357,2023-11-28,C0208,Electronics,Smartphone Z,1034.43,1,Paid,,0.0,,T000233,Quality,Negative,Medium,Product,Product replacement request,2023-12-15,1,2023-11-27
100358,2023-11-28,C0001,Accessories,Wireless Mouse,56.52,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100359,2023-11-28,C0029,Electronics,TV Pro,1552.56,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100360,2023-11-28,C0001,Electronics,TV Pro,1020.44,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100361,2023-11-28,C0004,Smart Home,NordLock Pro,246.71,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100362,2023-11-28,C0004,Accessories,Charger,43.85,2,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100363,2023-11-28,C0020,Electronics,NoiseCancel Headphones,242.76,1,Paid,,0.0,,T000047,Delivery,Negative,Medium,Service,Delayed delivery updates,2023-11-28,1,2023-11-27
100364,2023-11-28,C0003,Electronics,TV Pro,1007.34,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100365,2023-11-28,C0023,Electronics,TV Pro,1015.17,1,Paid,2023-12-06,1015.17,Processed,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100366,2023-11-28,C0004,Electronics,Smartphone Z,1024.64,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100367,2023-11-28,C0016,Electronics,Tablet A,740.02,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100368,2023-11-28,C0029,Smart Home,NordLock Pro,231.33,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100369,2023-11-28,C0006,Electronics,Laptop X,1403.95,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100370,2023-11-28,C0217,Accessories,USB-C Cable,19.89,2,Failed,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
100371,2023-11-28,C0013,Electronics,Smartphone Z,922.19,1,Paid,,0.0,,,No complaints,Neutral,Low,None,No issues,,0,2023-11-27
